predicted_utilization,dynamic_tariff,baseline_tariff,revenue_dynamic,revenue_baseline,simulated_utilization
1.0,22.5,15.0,5566.5625005,3711.041667,0.85
1.0,22.5,15.0,115.85000000250001,77.233333335,0.85
1.0,22.5,15.0,262.500000075,175.00000004999998,0.85
0.2199960317460315,10.5,15.0,42.874999996499994,61.249999994999996,0.2639952380952378
0.4155568455452355,13.273364293085653,15.0,116.14193756449946,131.25,0.4155568455452355
1.0,22.5,15.0,2388.75000075,1592.5000005,0.85
1.0,22.5,15.0,566.38750005,377.5916667,0.85
1.0,22.5,15.0,853.125000075,568.7500000499999,0.85
1.0,22.5,15.0,196.875,131.25,0.85
1.0,22.5,15.0,242.812500075,161.87500004999998,0.85
0.5,15.3,15.0,382.5,375.0,0.5
0.466666666666667,14.500000000000009,15.0,42.291666671500025,43.750000005,0.466666666666667
1.0,22.5,15.0,499.68749992499994,333.12499994999996,0.85
1.0,22.5,15.0,157.5,105.0,0.85
1.0,22.5,15.0,170.6249999925,113.749999995,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
0.4275000000000002,13.560000000000006,15.0,7.909999995480003,8.749999995,0.4275000000000002
1.0,22.5,15.0,328.124999925,218.74999995000002,0.85
1.0,22.5,15.0,519.374999925,346.24999994999996,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.6000000000000006,17.700000000000017,15.0,0.0,0.0,0.6000000000000006
0.0,10.5,15.0,0.0,0.0,0.0
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,511.875,341.25,0.85
0.0673333333333331,10.5,15.0,12.2500000035,17.500000005,0.08079999999999972
1.0,22.5,15.0,355.95,237.3,0.85
0.0833333333333334,10.5,15.0,6.1249999965,8.749999995,0.10000000000000007
0.8252824115008012,22.5,15.0,2025.0,1350.0,0.701490049775681
0.3324999999999996,11.27999999999999,15.0,19.739999999999984,26.25,0.3324999999999996
0.8509999999999998,22.5,15.0,1012.5,675.0,0.7233499999999998
1.0,22.5,15.0,203.43750000749998,135.625000005,0.85
1.0,22.5,15.0,164.0625000075,109.375000005,0.85
1.0,22.5,15.0,85.31250000749999,56.875000005,0.85
1.0,22.5,15.0,518.437500075,345.62500005000004,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.6666666666666659,19.299999999999983,15.0,22.516666673099984,17.500000005,0.6666666666666659
1.0,22.5,15.0,238.00000005,158.6666667,0.85
1.0,22.5,15.0,984.375,656.25,0.85
1.0,22.5,15.0,157.5,105.0,0.85
1.0,22.5,15.0,262.500000075,175.00000004999998,0.85
1.0,22.5,15.0,328.124999925,218.74999995000002,0.85
1.0,22.5,15.0,249.374999925,166.24999995000002,0.85
1.0,22.5,15.0,4950.0,3300.0,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
0.9966666666666668,22.5,15.0,65.62500000749999,43.750000005,0.8471666666666667
1.0,22.5,15.0,1681.875,1121.25,0.85
1.0,22.5,15.0,3626.2500007500003,2417.5000005,0.85
1.0,22.5,15.0,953.4375,635.625,0.85
0.1393184523809523,10.5,15.0,0.0,0.0,0.16718214285714275
0.9043333333333332,22.5,15.0,90.95625000000001,60.6375,0.7686833333333332
1.0,22.5,15.0,223.12500000749998,148.750000005,0.85
0.3333333333333328,11.299999999999988,15.0,6.591666662899994,8.749999995,0.3333333333333328
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,78.75,52.5,0.85
0.902000000000001,22.5,15.0,922.5,615.0,0.7667000000000008
1.0,22.5,15.0,905.625,603.75,0.85
1.0,22.5,15.0,584.062499925,389.37499994999996,0.85
1.0,22.5,15.0,515.625000075,343.75000005000004,0.85
1.0,22.5,15.0,118.125,78.75,0.85
0.1666666666666664,10.5,15.0,12.2500000035,17.500000005,0.19999999999999968
0.0098039215686274,10.5,15.0,0.0,0.0,0.01176470588235288
1.0,22.5,15.0,3150.0,2100.0,0.85
1.0,22.5,15.0,6.5625000075,4.3750000049999995,0.85
1.0,22.5,15.0,144.3750000075,96.250000005,0.85
1.0,22.5,15.0,2029.5,1353.0,0.85
1.0,22.5,15.0,194.55624999000003,129.70416666,0.85
1.0,22.5,15.0,962.456249925,641.63749995,0.85
1.0,22.5,15.0,301.875000075,201.25000004999998,0.85
0.999375,22.5,15.0,308.437499925,205.62499995000002,0.84946875
1.0,22.5,15.0,600.000000075,400.00000005000004,0.85
0.3261111111111107,11.126666666666656,15.0,19.47166666666665,26.25,0.3261111111111107
1.0,22.5,15.0,266.699999925,177.79999995,0.85
0.7120286170988506,20.388686810372413,15.0,590.4223888157388,434.37499994999996,0.7120286170988506
1.0,22.5,15.0,242.812500075,161.87500004999998,0.85
1.0,22.5,15.0,249.374999925,166.24999995000002,0.85
0.7694166666666661,21.765999999999984,15.0,184.10408332607787,126.87499999500001,0.7694166666666661
0.1999999999999997,10.5,15.0,6.1249999965,8.749999995,0.23999999999999963
1.0,22.5,15.0,964.874999925,643.24999995,0.85
1.0,22.5,15.0,105.0000000075,70.000000005,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.8316666666666663,22.5,15.0,32.8124999925,21.874999995,0.7069166666666664
0.7189918414918417,20.5558041958042,15.0,822.232167832168,600.0,0.7189918414918417
1.0,22.5,15.0,643.124999925,428.74999994999996,0.85
0.6666666666666659,19.299999999999983,15.0,45.033333326899964,34.999999995,0.6666666666666659
1.0,22.5,15.0,433.125,288.75,0.85
1.0,22.5,15.0,367.49999992499994,244.99999995,0.85
1.0,22.5,15.0,78.75,52.5,0.85
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
1.0,22.5,15.0,98.4375,65.625,0.85
1.0,22.5,15.0,111.5624999925,74.374999995,0.85
1.0,22.5,15.0,320.625,213.75,0.85
1.0,22.5,15.0,367.49999992499994,244.99999995,0.85
1.0,22.5,15.0,52.4999999925,34.999999995,0.85
0.1111111111111108,10.5,15.0,6.1249999965,8.749999995,0.13333333333333294
0.6948414750957859,19.976195402298863,15.0,128.18058717140977,96.250000005,0.6948414750957859
0.25,10.5,15.0,12.2500000035,17.500000005,0.3
1.0,22.5,15.0,91.8749999925,61.249999994999996,0.85
0.0,10.5,15.0,0.0,0.0,0.0
0.3000000000000004,10.500000000000009,15.0,18.375000000000014,26.25,0.3000000000000004
0.1999999999999996,10.5,15.0,6.1249999965,8.749999995,0.2399999999999995
1.0,22.5,15.0,1434.375,956.25,0.85
1.0,22.5,15.0,196.875,131.25,0.85
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
0.3341666666666663,11.319999999999991,15.0,26.413333329559983,34.999999995,0.3341666666666663
1.0,22.5,15.0,236.25,157.5,0.85
1.0,22.5,15.0,4338.74999925,2892.4999995,0.85
0.6666666666666659,19.299999999999983,15.0,45.033333326899964,34.999999995,0.6666666666666659
0.1463414634146342,10.5,15.0,24.4999999965,34.999999995,0.17560975609756102
1.0,22.5,15.0,8576.62499925,5717.7499995,0.85
1.0,22.5,15.0,295.3125,196.875,0.85
1.0,22.5,15.0,78.75,52.5,0.85
0.199396825396825,10.5,15.0,26.541666668999998,37.91666667,0.23927619047618998
0.0833333333333332,10.5,15.0,12.2500000035,17.500000005,0.09999999999999984
1.0,22.5,15.0,131.2499999925,87.499999995,0.85
0.9966666666666666,22.5,15.0,105.0000000075,70.000000005,0.8471666666666666
0.25,10.5,15.0,6.1249999965,8.749999995,0.3
0.2633333333333333,10.5,15.0,6.1249999965,8.749999995,0.31599999999999995
1.0,22.5,15.0,456.487499925,304.32499995,0.85
0.8568888888888876,22.5,15.0,78.75,52.5,0.7283555555555544
1.0,22.5,15.0,26.250000007500002,17.500000005,0.85
1.0,22.5,15.0,98.4375,65.625,0.85
0.4023076923076916,12.955384615384599,15.0,7.557307687989221,8.749999995,0.4023076923076916
0.9596666666666664,22.5,15.0,45.9375000075,30.625000004999997,0.8157166666666664
